city_id,city_name,city_lat,city_lng,sido_id_id
11110,종로구,37.58011035,126.9797713,11
11140,중구,37.56050853,126.9996238,11
11170,용산구,37.53558763,126.9835923,11
11200,성동구,37.55329253,127.0394125,11
11215,광진구,37.54100073,127.0825045,11
11230,동대문구,37.57711014,127.0430248,11
11260,중랑구,37.60361919,127.0935927,11
11290,성북구,37.59082505,127.0193107,11
11305,강북구,37.63187846,127.0233282,11
11320,도봉구,37.668639,127.047364,11
11350,노원구,37.64815879,127.0686363,11
11380,은평구,37.60422131,126.9235911,11
11410,서대문구,37.57469,126.9409786,11
11440,마포구,37.55495556,126.924842,11
11470,양천구,37.52718428,126.8537469,11
11500,강서구,37.55085545,126.848273,11
11530,구로구,37.49561947,126.8836648,11
11545,금천구,37.4589492,126.8944671,11
11560,영등포구,37.52309178,126.9001179,11
11590,동작구,37.51162513,126.9402411,11
11620,관악구,37.47771262,126.9387291,11
11650,서초구,37.49067744,127.0103851,11
11680,강남구,37.49832273,127.0568641,11
11710,송파구,37.5043223,127.1175334,11
11740,강동구,37.53385761,127.1303303,11
26110,중구,35.10275167,129.031084,26
26140,서구,35.09606838,129.0214385,26
26170,동구,35.12933375,129.0459507,26
26200,영도구,35.09039509,129.063112,26
26230,부산진구,35.1645292,129.0524949,26
26260,동래구,35.20483962,129.0845066,26
26290,남구,35.13434741,129.0847412,26
26320,북구,35.20222477,128.9927348,26
26350,해운대구,35.164298,129.1653836,26
26380,사하구,35.10309369,128.9762839,26
26410,금정구,35.25030318,129.0903091,26
26440,강서구,35.15976288,128.9280643,26
26470,연제구,35.176273,129.079814,26
26500,수영구,35.1494807,129.1148208,26
26530,사상구,35.15227108,128.9868498,26
26710,기장군,35.2964598,129.170013,26
27110,중구,35.86432642,128.5934353,27
27140,동구,35.88535725,128.6469898,27
27170,서구,35.87403229,128.5622184,27
27200,남구,35.843779,128.5824172,27
27230,북구,35.90802087,128.5846833,27
27260,수성구,35.84406596,128.6388425,27
27290,달서구,35.83688405,128.5349918,27
27710,달성군,35.77162473,128.4551022,27
28110,중구,37.47182575,126.580108,28
28140,동구,37.47853573,126.6388466,28
28177,미추홀구,37.463414,126.650281,28
28185,연수구,37.41385714,126.6706375,28
28200,남동구,37.4459388,126.7214694,28
28237,부평구,37.49797773,126.7200892,28
28245,계양구,37.5387655,126.7287518,28
28260,서구,37.53734895,126.6707051,28
28710,강화군,37.71091386,126.3892151,28
28720,옹진군,37.5147154,125.7653314,28
29110,동구,35.14497077,126.9287238,29
29140,서구,35.14775628,126.8703484,29
29155,남구,35.130163,126.8981314,29
29170,북구,35.18173185,126.9061887,29
29200,광산구,35.168302,126.7975431,29
30110,동구,36.33239544,127.4473284,30
30140,중구,36.31994012,127.4105926,30
30170,서구,36.33122491,127.3721569,30
30200,유성구,36.37736182,127.344811,30
30230,대덕구,36.39261292,127.42649,30
